id,timestamp,url,username,lang,text,views,likes,replies,retweets,quotes,sentiment_tag,type
1927830263163183571,Wed May 28 20:52:06 +0000 2025,https://x.com/KALW/status/1927830263163183571,KALW,en,"On this edition of Your Call, we mark 5 years since George Floyd's murder with & co-authors of His Name Is George Floyd. We reflect on his life and the backlash to the racial justice uprising that followed.",49,1,0,0,0,Neutral,neutral
1927813751194915202,Wed May 28 19:46:29 +0000 2025,https://x.com/rolandsmartin/status/1927813751194915202,rolandsmartin,en,Why Is It So Hard to Believe Black Women?,2276,21,2,6,1,Very Negative,polarized
1927792041280389486,Wed May 28 18:20:13 +0000 2025,https://x.com/afronews/status/1927792041280389486,afronews,en,Congressional Black Caucus Foundation and the Joint Center release Black Policy Playbook By Black PR Wire,148,1,1,2,0,Neutral,neutral
1927777898120839486,Wed May 28 17:24:01 +0000 2025,https://x.com/CA_HealthEquity/status/1927777898120839486,CA_HealthEquity,en,"2/Communities of color arent . To advance & in CA & beyond, lets invest in : enforce zoning laws, increase green space, & fund systemic change that addresses root causes, environment, & economic injustice.",18,0,0,0,0,Very Positive,polarized
1927753726653063342,Wed May 28 15:47:59 +0000 2025,https://x.com/Antoine_Lovell/status/1927753726653063342,Antoine_Lovell,en,There are few truly special people in the worldDr. Uche Blackstock is one of them. She speaks truth to power and reminds us that it's not individual failures but systems that create the disparities harming minoritized communities.,337,3,0,0,0,Neutral,neutral
1927506299278823516,Tue May 27 23:24:47 +0000 2025,https://x.com/RootzThor/status/1927506299278823516,RootzThor,en,"Just ask yourself, from an African American experience, when was it ever great in America? Bryan Cranston",26,0,0,0,0,Neutral,neutral
1927357657817428019,Tue May 27 13:34:08 +0000 2025,https://x.com/MysticalShaman/status/1927357657817428019,MysticalShaman,en,We cannot think of being acceptable to others until we have first proven acceptable to ourselves.,26,2,1,0,0,Negative,neutral
1927340400483655833,Tue May 27 12:25:34 +0000 2025,https://x.com/washington_EY/status/1927340400483655833,washington_EY,en,"Five years after the murder of George Floyd, the movement for racial justice persists. Advocates say progress has been made, but systemic inequities remain.",97,0,0,0,0,Neutral,neutral
1927319942447116656,Tue May 27 11:04:16 +0000 2025,https://x.com/ConvictionZA/status/1927319942447116656,ConvictionZA,en,OPINION | Whiteness as property: Diplomacy as a blunt tool,20,0,0,0,0,Neutral,neutral
1927300452124705236,Tue May 27 09:46:49 +0000 2025,https://x.com/OU_GCSJ/status/1927300452124705236,OU_GCSJ,en,"Talking Race: From Discomfort to Disruptive Action | GCSJ Research Festival 4 June | 3:154:30PM From Grenfell to global discourse, from lived experience to academic insight - explore the work of OU's Racial Justice Working Group",23,0,0,0,0,Neutral,neutral
1927099924593660357,Mon May 26 20:30:00 +0000 2025,https://x.com/dailyintake2023/status/1927099924593660357,dailyintake2023,en,"Five years after George Floyds murder, the fight for racial justice continuesbut the momentum is fading. DEI is under fire, corporate pledges are vanishing, and optimism has dimmed.",23,0,0,0,0,Negative,neutral
1927077079381577911,Mon May 26 18:59:13 +0000 2025,https://x.com/BLMCymru/status/1927077079381577911,BLMCymru,en,We remember. We honour. We continue. Justice didnt end with protest. It lives in what we do next. This piece reminds us why we rose then and why we must keep rising now. Read & Share it. Stand for justice.,397,5,0,4,0,Neutral,neutral
1927044276573090266,Mon May 26 16:48:52 +0000 2025,https://x.com/Inclusionpsychs/status/1927044276573090266,Inclusionpsychs,en,Let us remember. Let us reflect. And let us never stop striving for justice and dignity for all.,14,0,0,0,0,Neutral,neutral
1926977459062206765,Mon May 26 12:23:22 +0000 2025,https://x.com/DrShunguM/status/1926977459062206765,DrShunguM,en,Let us remember. Let us reflect. And let us never stop striving for justice and dignity for all.,16,0,0,0,0,Neutral,neutral
1926944003376763028,Mon May 26 10:10:25 +0000 2025,https://x.com/ForwardMaiso/status/1926944003376763028,ForwardMaiso,en,Great wellbeing retreat opportunity,49,0,0,0,0,Very Positive,polarized
1926881831896436975,Mon May 26 06:03:23 +0000 2025,https://x.com/memecoinsVs/status/1926881831896436975,memecoinsVs,en,MemesMafia Black and white,53,1,0,0,0,Neutral,neutral
1926822656189358468,Mon May 26 02:08:14 +0000 2025,https://x.com/KaliKamlesh/status/1926822656189358468,KaliKamlesh,en,"Five years after George Floyds killing, America still struggles with racial justice. Activists push forward, but setbacks remain. The fight continues.",7,0,0,0,0,Neutral,neutral
1926814913432834332,Mon May 26 01:37:28 +0000 2025,https://x.com/sightmagazine/status/1926814913432834332,sightmagazine,en,"Five years after George Floyds murder, racial justice push continues",31,0,0,0,0,Neutral,neutral
1926808676808962112,Mon May 26 01:12:41 +0000 2025,https://x.com/justtmd_com/status/1926808676808962112,justtmd_com,en,"Five years after George Floyd's death, momentum for police reform and racial justice has waned amid political shifts and resurging law-and-order rhetoric.",30,0,0,0,0,Neutral,neutral
1926734492519022879,Sun May 25 20:17:54 +0000 2025,https://x.com/colourfulradio/status/1926734492519022879,colourfulradio,en,"3/ But five years on, many reforms have stalled, been rolled back, or failed to create lasting impact. The promises of change are being tested.",4,0,1,0,0,Neutral,neutral
1926716975595614616,Sun May 25 19:08:18 +0000 2025,https://x.com/kinolina/status/1926716975595614616,kinolina,en,"Remembering George Floyd: Five years since George Floyds murder, the future of the square where he died remains uncertain, as the city council deliberates on development plans. \\ The Guardian \\",47,0,0,0,0,Neutral,neutral
1926675018265530490,Sun May 25 16:21:34 +0000 2025,https://x.com/Abdiverse_/status/1926675018265530490,Abdiverse_,en,South Africa: Are White Farmers Targeted? The Shocking Truth!,4,0,0,0,0,Very Negative,polarized
1926576648687685703,Sun May 25 09:50:41 +0000 2025,https://x.com/volker_turk/status/1926576648687685703,volker_turk,en,"was murdered 5yrs ago, sparking renewed calls & action for . As anti-racism, inclusion efforts & law enforcement reforms face serious setbacks, we must continue advocating for racial justice & equality globallywith greater determination & strength.",16108,160,50,64,6,Neutral,neutral
1926485325200720362,Sun May 25 03:47:48 +0000 2025,https://x.com/QuThin22923/status/1926485325200720362,QuThin22923,en,"Racial justice movements are going global! What are the implications? Increased awareness, cross-border solidarity, & pressure on international institutions?",11,0,0,0,0,Neutral,neutral
1926331157488050457,Sat May 24 17:35:12 +0000 2025,https://x.com/afronews/status/1926331157488050457,afronews,en,"Attorney is a leader when it comes to fighting for in America. He has represented the families of , , and unfortunately, many more.",80,0,1,0,0,Neutral,neutral
1926006631499706547,Fri May 23 20:05:39 +0000 2025,https://x.com/4547Blogazine/status/1926006631499706547,4547Blogazine,en,A powerful statement from the White House as they reference AP to support controversial claims on racial persecution. Insights that spark crucial conversations. Watch now!,6,0,0,0,0,Positive,neutral
1925963506924310806,Fri May 23 17:14:17 +0000 2025,https://x.com/mendcommunity/status/1925963506924310806,mendcommunity,en,"What is Islamophobia, really? Its not just biasits about power, race, and systems of control. This deep dive from breaks it down: How Islamophobia is rooted in far more than fear.",483,12,2,2,0,Neutral,neutral
1925886345815187949,Fri May 23 12:07:40 +0000 2025,https://x.com/JusticeForMyPal/status/1925886345815187949,JusticeForMyPal,en,"2/6 Coates draws poignant parallels between the systemic racism of the Jim Crow South and the segregation in Palestine. He describes a society where rights and resources are divided along ethnic lines, echoing the injustices faced by Black Americans.",9,0,1,0,0,Neutral,neutral
1925884773387383079,Fri May 23 12:01:25 +0000 2025,https://x.com/NDGEditor/status/1925884773387383079,NDGEditor,en,Black Lives Matter: Support Decline & Future,189,0,0,0,1,Very Negative,polarized
1925879485309546952,Fri May 23 11:40:25 +0000 2025,https://x.com/justtmd_com/status/1925879485309546952,justtmd_com,en,"Five years after George Floyd's death, major police reform remains limited, with change uneven and police killings increasing despite calls for accountability.",12,0,0,0,0,Neutral,neutral
1925819139593003306,Fri May 23 07:40:37 +0000 2025,https://x.com/SundayTribuneSA/status/1925819139593003306,SundayTribuneSA,en,"Donald Trump is terribly wrong about white genocide, but he is right: things need to change in South Africa. READ MORE:",64,0,0,0,0,Neutral,neutral
1925719852049678724,Fri May 23 01:06:05 +0000 2025,https://x.com/YWCAMinneapolis/status/1925719852049678724,YWCAMinneapolis,en,"We remember George Floyd. Five years later, we honor and recommit to justice. The fight didnt end in 2020. The consent decree may be gone, but community accountability remains. Were still here, watching. Read our statement:",28,0,0,0,0,Neutral,neutral
1925680066043769196,Thu May 22 22:27:59 +0000 2025,https://x.com/afronews/status/1925680066043769196,afronews,en,"Federal officials are reversing course on agreements in and , prompting uncertainty around accountability efforts that followed the 2020 protests sparked by the deaths of and .",115,0,1,0,0,Neutral,neutral
1925497451454079384,Thu May 22 10:22:21 +0000 2025,https://x.com/NclDiocese/status/1925497451454079384,NclDiocese,en,JOB ALERT! The Diocese of Newcastle is seeking a Racial Justice Development Officer. More apply,496,4,1,4,0,Neutral,neutral
1925446277724037411,Thu May 22 06:59:00 +0000 2025,https://x.com/GoTeamAdvisers/status/1925446277724037411,GoTeamAdvisers,en,Check out our latest blog post: What do children and young people from Bath and Wells have to say about Racial Justice and welcoming communities? Read it here:,37,0,0,0,0,Neutral,neutral
1925411793142243781,Thu May 22 04:41:58 +0000 2025,https://x.com/lizlady68/status/1925411793142243781,lizlady68,en,right no money for ! Anyone who didn't like it also likes the of against now. Kind of a payback 4 incl the &bishop 4 R about killing & exposed it 4what it is,28,1,0,0,0,Positive,neutral
1925408711725449265,Thu May 22 04:29:43 +0000 2025,https://x.com/lizlady68/status/1925408711725449265,lizlady68,en,What do you have to say Bishop after meeting today with on after the exposed on him and on you and,29,1,0,0,0,Neutral,neutral
1925407327076646996,Thu May 22 04:24:13 +0000 2025,https://x.com/lizlady68/status/1925407327076646996,lizlady68,en,Brilliant on part. Anyone who didn't like it also likes the of against now. Kind of a payback for incl the and bishop for are about killing and exposed it 4what it is,27,2,0,0,0,Very Positive,polarized
1925406804793581800,Thu May 22 04:22:09 +0000 2025,https://x.com/WokeNFree/status/1925406804793581800,WokeNFree,en,Hate went viral and cashed in This episode uncovers the Shiloh Hendrix scandal and the disturbing truth behind whos funding hate. Watch now:,65,0,0,0,0,Very Positive,polarized
1925312652043018482,Wed May 21 22:08:01 +0000 2025,https://x.com/NiaLena/status/1925312652043018482,NiaLena,en,"Why are Black and Hispanic individuals more likely to face prison time, higher bail, and longer sentences? The system is stackedand we explain how. Read the full breakdown",2,0,0,0,0,Neutral,neutral
1925186462963675399,Wed May 21 13:46:35 +0000 2025,https://x.com/ESGLibrary/status/1925186462963675399,ESGLibrary,en,ESGLibrary Difference Maker: Ben & Jerrys View on ESGLibrary:,48,0,1,0,0,Neutral,neutral
1924948432747130995,Tue May 20 22:00:44 +0000 2025,https://x.com/ScoopusaM/status/1924948432747130995,ScoopusaM,en,Harvard must wage the good fight! Read: . . .,5,0,0,0,0,Neutral,neutral
1924931962923323638,Tue May 20 20:55:18 +0000 2025,https://x.com/PAPADUCK1/status/1924931962923323638,PAPADUCK1,en,Casual Killing Law: History's Dark Secret You Need to Know!,32,0,0,0,0,Neutral,neutral
1924901416122122321,Tue May 20 18:53:55 +0000 2025,https://x.com/EndPovertyCA/status/1924901416122122321,EndPovertyCA,en,A new report ranks California 23rd out of 28 states with sufficient data on Black employment. We must do better. Economic equity cant wait. See the full rankings:,492,1,0,1,0,Neutral,neutral
1924827552633204792,Tue May 20 14:00:24 +0000 2025,https://x.com/anthonyperryusa/status/1924827552633204792,anthonyperryusa,en,America's Racist Regime: Black People's Fight Since 1691,13,0,0,0,0,Neutral,neutral
1924656576817762408,Tue May 20 02:41:00 +0000 2025,https://x.com/lizlady68/status/1924656576817762408,lizlady68,en,"As a Warden of an Episcopal parish of Christians who exist by the voluntary example of Jesus, our Lord and Savior, I am ashamed that the religious leaders are so racist, while proclaiming a mission or and I have written to Bishop or my disgust!",21,1,1,0,0,Very Positive,polarized
1924517538727395359,Mon May 19 17:28:31 +0000 2025,https://x.com/CA_HealthEquity/status/1924517538727395359,CA_HealthEquity,en,"2/Decades of racist policies left Black communities with more heat, fewer resources, & worse health care. worsens these harms. We must invest in equitable cooling, , & just climate solutions.",17,0,0,0,0,Very Negative,polarized
1924368508298612943,Mon May 19 07:36:20 +0000 2025,https://x.com/ChurchesEngland/status/1924368508298612943,ChurchesEngland,en,"In advance of Sunday's 5-year anniversary of the murder of George Floyd, Director of Justice and Inclusion, Richard Reddie, urges Christians to challenge discrimination and celebrate diversity",102,1,0,1,0,Positive,neutral
1924181073988133085,Sun May 18 19:11:32 +0000 2025,https://x.com/Inclusionpsychs/status/1924181073988133085,Inclusionpsychs,en,"Still, I Rise: On Racism, Recognition and Resistance in Psychology",37,0,0,0,0,Neutral,neutral
1924178964286718238,Sun May 18 19:03:09 +0000 2025,https://x.com/intel_finance/status/1924178964286718238,intel_finance,en,"Per : Leaders of the Target boycott movement are organizing protests outside stores and online to mark the one-year anniversary of George Floyd's murder, which sparked widespread outrage and calls for police reform. The demonstrations aim to continue pressure on the retail giant to take concrete steps towards racial justice and accountability.",17,0,0,0,0,Neutral,neutral
1923808340833968548,Sat May 17 18:30:25 +0000 2025,https://x.com/colourfulradio/status/1923808340833968548,colourfulradio,en,"1/ 66 years ago, on this day, Kelso Cochrane, a 32-year-old Black Antiguan carpenter, was murdered in west London. He was attacked by a gang of white men in Notting Hill. No one was ever convicted.",83,0,1,0,0,Very Negative,polarized
1923674629249392870,Sat May 17 09:39:06 +0000 2025,https://x.com/elliscashmore/status/1923674629249392870,elliscashmore,en,"""This case is really going to be a litmus test for where our society is now after the movement"" . Sean Diddy Combs: Race, Gender and a New American Dilemma via",265,0,0,1,0,Neutral,neutral
1923561994877354231,Sat May 17 02:11:32 +0000 2025,https://x.com/robcookienator/status/1923561994877354231,robcookienator,en,"Unconscious bias in police significantly fuels systemic racism. It shapes perceptions, influences decisions (like stop & search, use of force), and reinforces inequalities. Addressing this requires tackling organizational structures.",113,4,0,1,0,Very Negative,polarized
1923159114433089930,Thu May 15 23:30:38 +0000 2025,https://x.com/DieuwertWubbeJr/status/1923159114433089930,DieuwertWubbeJr,en,I have no primary sources for the stuff below. TIWAGOS. However: is a real SA campaign that operates along the same demarkation lines as anti-western critical theory in the west.,18,0,0,0,0,Neutral,neutral
1923121791364395302,Thu May 15 21:02:19 +0000 2025,https://x.com/anthonyperryusa/status/1923121791364395302,anthonyperryusa,en,America's Knee: Black Voices on Centuries of Oppression,6,0,0,0,0,Neutral,neutral
1923097911014936745,Thu May 15 19:27:26 +0000 2025,https://x.com/JFCSEastBay/status/1923097911014936745,JFCSEastBay,en,"Monday morning at Dulles Airport 59 white South AfricansAfrikaners, descendants of Dutch colonistsarrived in the U.S. as refugees.",53,0,0,0,0,Neutral,neutral
1922987716968386999,Thu May 15 12:09:33 +0000 2025,https://x.com/afrothikness/status/1922987716968386999,afrothikness,en,I WAS VIOLATED BY A TARGET EMPLOYEE PART l,92,0,0,1,0,Very Negative,polarized
1922851767475196132,Thu May 15 03:09:20 +0000 2025,https://x.com/Tnerdyscience/status/1922851767475196132,Tnerdyscience,en,And her chains? Look under her skirt by her feet. You can still them. Tje originals are in the basement.,6,0,0,0,0,Very Negative,polarized
1922796059375370583,Wed May 14 23:27:59 +0000 2025,https://x.com/BPWOntario/status/1922796059375370583,BPWOntario,en,"It's , & we're celebrating the amazing Toni Morgan! A powerful voice for marginalized communities, especially in and housing, Toni's story is legendary. She's an example of our lead & collaborate pillar! in bio for more!",13,0,0,0,0,Very Positive,polarized
1922781044907950150,Wed May 14 22:28:19 +0000 2025,https://x.com/davis866429/status/1922781044907950150,davis866429,en,is committed to unless youre white.,20,3,0,0,0,Neutral,neutral
1922766694797181284,Wed May 14 21:31:17 +0000 2025,https://x.com/TheConsciousLee/status/1922766694797181284,TheConsciousLee,en,DEI: Did Black People REALLY Benefit? The TRUTH! with Congressman Jonathan Jackson..,2446,47,5,14,1,Neutral,neutral
1922669471086375231,Wed May 14 15:04:58 +0000 2025,https://x.com/ScoopusaM/status/1922669471086375231,ScoopusaM,en,The Justice Department ended a decades-old school desegregation order. Others are expected to fall Read:,5,0,0,0,0,Neutral,neutral
1922617969688924228,Wed May 14 11:40:19 +0000 2025,https://x.com/INSiiGHTS/status/1922617969688924228,INSiiGHTS,en,"Brown v. Board: Segregation Unconstitutional, Landmark Ruling",35,0,0,0,0,Neutral,neutral
1922604028329939068,Wed May 14 10:44:55 +0000 2025,https://x.com/Broonee/status/1922604028329939068,Broonee,en,Brilliant news! AROS is a vital step toward real accountability and action on structural racism in Scotland. Congrats to & - excited to see whats ahead.,23,0,0,0,0,Very Positive,polarized
1922492888203608451,Wed May 14 03:23:17 +0000 2025,https://x.com/helu_m/status/1922492888203608451,helu_m,en,"The claim of ""white refugees"" fleeing S.A. due to ""systemic racism"" is a distortion. Its not the end of an era but a symptom of unresolved inequality. 's true crisis: unfinished transformation, not racial victimhood. We need real solutions, not myths.",12,0,0,0,0,Very Negative,polarized
1922391827153322255,Tue May 13 20:41:42 +0000 2025,https://x.com/OneVenusThrow/status/1922391827153322255,OneVenusThrow,en,"Three Dolls or Four Dolls:, & the Lies We Tell Our ""Trade wars, broken economies, gender gaps and racial disparities arent caused by children, they are caused by power. And who holds that power? Men like Trump.""",34,0,0,0,0,Neutral,neutral
1922315735444934715,Tue May 13 15:39:20 +0000 2025,https://x.com/Partisan_cic/status/1922315735444934715,Partisan_cic,en,"The march to equity is sure, steady & shared. Today, we thank - clinical and forensic psychologist, abolitionist & advocate Dr Ariel has a pro-Black approach to liberation, and she has played a key role in the .",140,3,0,0,1,Neutral,neutral
1922314743403929635,Tue May 13 15:35:24 +0000 2025,https://x.com/space_ranger_O/status/1922314743403929635,space_ranger_O,en,"""Trump's Immigration Program""- A racially biased system where skin color dictates whether someone is a 'refugee' or 'criminal.'",18,0,0,0,0,Very Negative,polarized
1922207360631648629,Tue May 13 08:28:42 +0000 2025,https://x.com/RYLBooks/status/1922207360631648629,RYLBooks,en,"They called it unrest. But White Rage by Carol Anderson reveals the real backlash - policy-driven, quiet, and deadly. If you care about justice, read this book.",7,0,0,0,0,Neutral,neutral
1921931551153004770,Mon May 12 14:12:44 +0000 2025,https://x.com/naz_mag/status/1921931551153004770,naz_mag,en,"Tangible actions for advancing and priorities, like those outlined in our new report, will be critical to the development of more equitable cannabis policies in . Please read and share our latest report: 3/3",50,1,0,1,0,Neutral,neutral
1921903898157105591,Mon May 12 12:22:51 +0000 2025,https://x.com/IOL/status/1921903898157105591,IOL,en,"ActionSA has denounced Orania and Kleinfontein as symbols of racial isolation, disguised as cultural preservation. Read on",2853,34,5,17,2,Very Negative,polarized
